FullHaul,DumpingTime,EmptyHaul,LoadingTime,CycleDistance,TotalCycle,MinedTonnes
13.7,0.2,14.4,3.2,8.2,33.3,2027.25
7.9,0.9,44.2,11.7,8.1,65.4,135.15
14,0.4,12.8,2.7,7.9,33.1,1621.8
18.5,0.1,88.6,4,9.1,111.2,135.15
12.4,3,14.8,2.5,7.5,33.6,2027.25
13.5,0.1,12.5,2.6,6.2,31.8,540.6
13.5,0.3,15.2,2.3,5.8,31.6,1351.5
14,3.3,14.5,2.8,7.9,35.2,1486.65
15.9,0.1,11.2,2.6,6.3,31.2,1756.95
19.4,0.2,14.8,2.8,5.7,37.2,810.9
14.7,0.1,13.7,3.3,8,32.6,1486.65
21,0.5,10.3,3.8,5.4,35.6,946.05
13.5,3.1,16.8,3.2,8.1,39.3,1892.1
12.4,1,11.7,1.5,6.1,27.8,2973.3
13.4,0.3,14.5,2.9,8.8,31.3,675.75
14.9,0.1,11.5,3.4,8.4,32,1892.1
13.5,0.2,17.4,3.5,8.9,35.3,675.75
18.5,2.7,24.5,3.5,15.3,49.2,135.15
16.2,2.2,0.1,3.8,9.2,22.4,135.15
20.7,0.1,6.7,2.8,7.6,33,540.6
17.8,0.1,14.1,2.9,8.2,36,1081.2
15.6,0.2,14.8,2.6,5.1,34.1,810.9
13.3,3.5,7.8,4.2,7.5,28.8,135.15
10.3,3.6,6.3,3,5.2,23.6,2027.25
14.6,4.3,10.1,3.9,7.8,34.2,675.75
16.5,0.2,8.8,1.9,8.6,29.4,540.6
12.8,3.3,20.1,3.5,6.4,40.8,1216.35
10.4,2.4,13.3,4,7.1,30.6,1351.5
24.4,0.2,18,4.4,8.1,47.1,675.75
18.9,0.1,10.6,2.9,7.5,32.5,675.75
12.4,2.9,8,2.8,7.6,26.3,1892.1
13.9,0.2,11.8,4.4,5.5,30.3,540.6
15.6,0.2,15.1,2.9,4.9,33.8,946.05
14.9,0.2,13.6,4.4,6.2,33.8,540.6
14.8,0.3,12.7,1.9,5.8,29.7,405.45
18.8,1,11.1,3.7,8.2,35,135.15
14.9,0.2,12.5,3.2,8,35.7,1351.5
10.4,3.1,10.2,2.7,5.5,27,675.75
8.5,0.1,12.7,0.6,3.5,21.9,675.75
14.6,0.4,11.2,2.5,8.1,31.8,2162.4
13.5,3.2,11.5,3.5,8.2,34.5,2297.55
10.3,2.3,11.8,2.9,6.5,27.8,540.6
13.2,0.3,9.6,2.2,5.8,26.2,2432.7
11.6,3.2,11.9,2.9,7.3,32.6,1081.2
15.3,0.2,16.2,3.1,8,35.1,1081.2
13.1,2.9,12.6,4.6,8.4,34.1,1892.1
17.4,0.2,9.6,1.5,7.6,28.8,675.75
14.7,0.2,12.3,3,7.5,31.6,2297.55
14.1,2.4,11.5,3.4,8.9,34.5,1351.5
12.6,0.1,11.5,2.3,6.9,28.3,2297.55
16.8,1,11.7,2.7,6,35.7,1351.5
13.3,0.1,68.7,4.7,8,86.9,135.15
12.7,2.1,8.8,2.4,7,26.7,540.6
11.7,2,6.5,3.8,7.7,24.3,270.3
13.3,0.9,17.1,1.4,7,33.6,675.75
15.7,0.3,19.5,2.4,7,39.1,540.6
9,0.4,7.1,1.2,2.9,17.7,1081.2
18.9,0.3,16,4.9,4.2,40.1,540.6
16.3,0.1,15.3,3.8,8.4,37.1,1756.95
14.6,0.2,4.6,4.7,5.3,24.1,540.6
15.6,0.1,11.2,2.5,4.2,29.4,810.9
6.1,0.3,10.8,1.6,1.6,18.8,1081.2
14.3,5.6,12,3.1,4.2,35,135.15
17,0.4,9,2.2,8.2,30.2,1351.5
17.3,0.1,25.9,2.2,8.1,45.6,135.15
12.5,5.8,6.2,3.3,6.3,29.4,1621.8
12.8,7.4,10.8,3.5,7.1,35.7,675.75
14,0.1,12.2,4,5.3,30.5,810.9
8.1,1.7,16.4,2.7,4.6,29.9,946.05
18.3,0.1,10.3,2.3,7.7,31.2,540.6
14.5,0.5,13,3,8.9,33.7,2027.25
12,2.4,13.8,2.5,7.3,33.3,2162.4
13.3,0.2,10,2.6,7.8,26.6,1621.8
7.9,0.1,2.2,0.9,4.1,11.1,270.3
16,0.3,14.3,1.4,7,32.7,810.9
14.4,3.1,12,3.6,7.6,36.4,1756.95
18.7,0.2,10.7,2.8,8.8,34.9,405.45
13.1,4.6,10.4,2.7,8,32.3,1621.8
15.5,0.1,18.9,1.2,7.8,36.6,675.75
19.4,0.2,15.5,1.4,6,36.6,946.05
12.7,0.1,15.1,2.2,6.8,32.4,2162.4
15.3,0.3,8.1,3.6,6.6,30.4,946.05
13,0.3,10.3,3.1,7.3,30.7,1486.65
14.3,0.1,38.9,2.5,4,55.8,135.15
13.2,3.9,8.2,4.1,7.1,30.6,810.9
18.9,0.2,3.4,4.5,4.2,27,135.15
12.9,0.2,12.4,3.4,4.2,28.9,1216.35
13.5,0.1,25.5,2.6,4,41.7,405.45
13.6,0.2,20.8,3.2,7.8,37.8,675.75
45,4.8,16.5,5.3,6.5,72.8,810.9
14.3,0.3,14.1,2.2,8.4,32.2,1216.35
10.8,2.1,29.2,2.9,7,47.3,1486.65
13.1,5.3,5.7,3.2,7.2,27.4,540.6
13,4.4,8.7,2.7,6.6,28.9,540.6
11.9,2.5,17.1,3.9,7.7,36.7,1486.65
14.9,0.4,13.2,3,6,38.6,405.45
16.4,0.1,8,2.5,8.6,28.2,270.3
14.8,0.1,11.5,0.9,4.3,27.3,270.3
16.3,0.1,13.9,3.7,8.6,38.1,1351.5
13.4,2.6,24.6,3.5,8.6,44.9,270.3
12.5,2.8,12.3,3,6.8,31.6,1216.35
11.2,0.6,9.9,2.4,5.9,25.2,675.75
12,2.7,13.9,4.3,6.2,35.3,1892.1
8.7,0.5,9.6,2.1,4,21.4,946.05
9.6,0.3,16.6,3.4,4.2,29.9,135.15
15.3,0.4,13.6,2.5,4.9,34.5,675.75
15.4,0.3,10.4,2.7,7,28.8,675.75
18.1,0.1,14.3,4,7.6,42.2,1081.2
16.2,0.2,13.6,3.1,8.5,35,540.6
13.1,4.1,1.6,2.9,8.7,22.6,270.3
14.2,0.2,14.7,1.8,5.5,30.9,675.75
13.9,3.1,5.1,3.1,5.8,25.3,405.45
14.8,0.2,10.8,1.6,4.2,27.4,1216.35
10.7,0.2,6.6,1.6,4.9,19.7,2838.15
13.7,3.7,10.5,2.3,7.1,31.1,675.75
13.2,4.9,4.3,2.9,13.8,27.2,270.3
6,0.4,24.8,1.9,9.2,34.3,1621.8
14,2.1,19,2.2,8.3,37.3,270.3
0.2,0.8,13.2,2.1,7.4,20,405.45
15,3.1,9.8,4.4,8.5,32.5,270.3
18,0.7,20,2.7,8.4,41.4,405.45
11,2.4,17.7,2.5,8,34,1081.2
0.9,0.1,0.5,0.1,0.5,1.6,4324.8
12.4,0.2,7.6,3.8,5.3,24.2,270.3
16.9,0.3,12.9,2.7,8.6,35.1,1216.35
18.3,1.6,23.1,3.1,5.5,46.1,675.75
11.5,0.1,16.3,2.8,7.2,31.3,810.9
12.9,2.4,14.2,3.1,6.6,34.4,2162.4
11.5,2.6,16.1,2.7,6.8,34.2,2297.55
2.9,0.3,4.6,3.2,1,15.3,810.9
16.2,0.2,11,1.9,6.6,30.1,1621.8
16.2,2.6,11,2.6,8.4,32.4,540.6
14.7,0.4,8.9,3.8,11.4,29.2,270.3
14.9,0.3,11.8,3.8,7,33.7,1081.2
14.1,0.2,14.5,2.6,7.4,32.7,1216.35
12.5,4.4,13.2,3.4,8,34.6,1892.1
12,6.9,13.3,3.4,8,36.2,1351.5
13.9,5,6.5,3.1,8.7,30.6,270.3
14.9,0.1,13.2,2.5,8,32.2,810.9
13.9,0.1,0.4,1.4,3.7,15.8,135.15
14.1,0.1,16,2.9,8.6,34.2,540.6
13.4,3,18.5,4.2,6.3,39.1,540.6
14.8,0.4,10.2,2.3,6.3,27.8,540.6
12.5,6.5,8.5,3.8,9,32.6,405.45
13.5,0.3,15.4,2.9,5.3,33.2,1081.2
13.8,2.1,8.9,3.9,8.2,30.4,1486.65
14.8,0.3,10.1,2.5,8.1,29.4,810.9
17.1,0.7,12.5,2.1,5.6,34.5,946.05
15,0.4,8.7,2.7,4,26.8,405.45
21.4,0.2,19.3,2.4,4,43.3,135.15
14.9,2,10.1,1.7,7.4,31.5,1216.35
13.5,3,14.8,3.7,8.8,37.8,1081.2
15.5,0.1,6.6,3.5,7,25.7,540.6
13.3,2.8,3.5,2.2,5.4,21.8,405.45
12.6,1.6,24.5,3,8,42.3,405.45
14.7,3.2,11.2,3.2,8.5,35.9,540.6
14.8,0.1,15.1,2.9,8.2,35.1,2162.4
13.3,1.5,12.9,4.1,7.7,32.6,1486.65
14.8,3.9,17.1,3.4,4.2,39.2,540.6
17.1,0.2,12.5,2.2,4.2,32,540.6
13.5,3,9.5,3.5,5.6,29.5,1216.35
12.8,1.3,9.7,3.3,8.1,30.7,270.3
15.4,0.9,11.2,2.5,4.9,30.6,2567.85
16.5,0.4,15.2,3,7.8,43.3,1486.65
9,2.2,9.9,2.6,6.1,23.8,2703
13.9,0.2,12.9,3.1,5.6,30.1,675.75
13.5,2.8,14.5,1.8,8.7,33.7,540.6
15.3,0.6,12.3,2.6,6.2,31.4,675.75
14.2,0.7,11.3,3.6,6.5,30,810.9
10.5,1.3,10.1,1.7,4.3,23.7,1892.1
12.2,1.8,10.1,4.6,8.6,30,405.45
7.7,0.2,8.2,2.3,4.5,18.4,1351.5
13.5,3.8,4.4,4.1,7.8,27.9,946.05
10.5,0.9,13.8,1.4,4.5,27.8,2027.25
15,4.4,5.2,3.7,8.5,29.2,675.75
14.4,0.6,13.2,2.2,8.4,33.9,1621.8
15.2,2,13.9,4.5,5.7,37.1,405.45
14.8,3.5,7.9,2.1,6.3,28.7,270.3
13.7,3.2,12.6,3.3,8.5,33,405.45
14.6,2.2,14,3.2,7.3,38,1216.35
13.3,3,8.8,2.5,7.4,29,2027.25
15.7,0.2,18.2,3.7,7.2,40,1486.65
13.3,0.2,18.8,3.5,10.8,39.1,135.15
14.6,0.2,6.3,2.7,5.7,24,270.3
14,0.1,10,3.6,6.1,28.3,1892.1
13.8,0.2,10.3,2.7,8.3,28.9,810.9
11.6,2.3,17.7,4.1,5.8,35.7,270.3
12.9,2.3,6.2,3.3,9.4,27.7,270.3
14.5,0.2,11.2,2.8,7.6,29.8,405.45
13.8,4.1,8.8,3.4,7.4,33.2,810.9
14.2,4.1,10.6,5.7,8.9,34.8,405.45
13.8,2.4,14.2,2.5,4,32.9,135.15
13.5,3.4,11.1,2.8,6.9,32.8,1892.1
15.2,0.2,13.5,2.3,6.9,33.8,2297.55
13,0.1,18.6,4.3,7.9,38,1351.5
13.4,1.5,17.6,3.3,7.6,37.4,1892.1
17.4,0.2,13.2,3.9,7.7,35.8,946.05
18,0.2,32.8,3.3,8.8,54.5,270.3
13.2,4.1,3.1,4.9,4.1,25.3,135.15
13.6,0.5,18.7,3.7,6.8,38.5,810.9
10.5,0.2,5.4,5,6.4,21.1,405.45
14.2,4.5,12.7,6.9,8.5,38.8,405.45
15.4,0.7,30.6,3.7,7.3,51.6,1486.65
12.1,0.5,10.6,3.7,7.7,29.9,1892.1
13.8,2,15.3,4,8.3,35.6,810.9
12.6,0.4,8,4,5.6,26.1,675.75
15.5,0.2,12.7,3.1,5.3,31.7,270.3
16.9,0.2,11.7,5.2,8.3,35.5,946.05
13.4,0.2,14.3,2.9,5.3,31.2,1892.1
11.2,2.7,9.8,3.3,7.6,28.7,1486.65
9.2,0.4,11.6,5.7,6.3,27.2,1216.35
11.2,0.3,11.9,3.1,5.9,27.6,405.45
12,1.3,9.3,3.7,7.6,26.9,946.05
15.8,0.1,19.8,5.7,4,41.4,135.15
14.6,0.2,24.1,2.5,6.8,41.9,810.9
14,2.7,13.5,5,9.2,35.7,135.15
13.4,0.5,18.4,4.8,7.4,39.2,946.05
13,0.3,10.3,3,4,26.6,405.45
15.2,3.8,9.3,3.9,8,32.7,135.15
12.9,2.4,6.3,2.3,7.5,24.8,810.9
17.3,0.2,12.7,4.5,4,34.7,135.15
13.8,0.1,15.1,3.3,7.6,33.5,1486.65
15.5,5.6,13.5,5.4,6,46.3,270.3
14.4,0.1,9.2,2.7,8.3,26.6,270.3
12.1,3,14.7,3.2,6.4,33.2,946.05
15.5,0.2,9.5,2.7,5.8,30.2,675.75
11.5,0.2,34.3,1.8,5.9,49.2,405.45
14.4,3,5.4,2.9,8.7,26.2,270.3
10.9,2.3,12.1,2.6,5.9,29.3,1621.8
16.3,0.2,10.3,3.9,4.3,30.7,405.45
14.6,0.2,5.3,3.1,6.4,24.9,270.3
13.7,0.2,14.9,2,8.6,31.3,2297.55
12.6,0.2,16.6,3,4.9,32.4,1081.2
13.1,3,19.9,2.5,8.3,41.4,675.75
12.4,0.3,12.6,3.5,7.2,29.6,1081.2
13.5,4.9,6.4,2.3,7,28.5,405.45
15.8,0.2,11,2,7.1,29.4,675.75
14.7,0.1,57.2,2.4,8.9,79,270.3
13.8,1.8,15.3,3.5,3.9,34.4,270.3
14.4,1.9,15.2,1.6,5.9,33.1,270.3
14.9,1.2,17.7,3.9,8.3,43.1,405.45
15,0.3,17.3,3.5,8,42.6,270.3
14.9,0.4,9.6,1.7,4.2,26.6,946.05
10.8,4,11.9,2.8,5.9,29.7,810.9
13.6,0.1,19.7,4.1,7.8,38.8,1756.95
17.4,0.4,13.5,3.6,5.9,44.5,405.45
11.9,2,38.9,3,8.9,55.8,135.15
15,0.1,11.7,3.3,5.2,30.6,810.9
13.9,0.1,12.9,3.7,6.4,30.7,675.75
15.9,0.1,12.7,2.6,8,31.5,405.45
12.2,0.2,16.5,3.9,4.3,32.8,135.15
12.2,4,14.9,4,7.5,36.3,540.6
18,0.2,13,3.2,9,35.2,1351.5
16.3,0.6,14.1,2.8,8.2,35,1621.8
9.2,0.5,19.9,3.4,6.5,33,270.3
14.6,4.2,9.5,2.8,7.8,32.6,675.75
13.5,3.8,8.6,3.9,7.8,31.8,540.6
13,1.8,9,7,5.2,30.8,270.3
12.3,0.4,22.7,2.6,9.8,38,270.3
11.7,3.4,7.4,3.3,7.6,26.9,405.45
15.5,0.1,15.3,3.8,8.6,34.8,405.45
13.4,0.3,14.8,3.2,6,31.8,810.9
15.8,0.2,13.3,3.6,4,32.9,135.15
15.6,0.3,11.4,3.7,5.9,33,1621.8
16.1,0.2,14.2,4,8,34.5,675.75
12.7,3.1,6.9,2.6,6.4,25.6,946.05
12.8,2.4,16.1,4.1,7.1,37.4,810.9
15.1,0.3,12.9,3.2,8.4,33.2,2027.25
12.2,0.5,11.4,2.7,7,27.8,1351.5
10.7,0.8,11.3,3.3,8.4,26.6,405.45
13.7,1,10.6,2.3,10.5,29.4,270.3
12,0.1,19.7,4.1,8,35.9,1351.5
16.8,0.4,9.8,2.3,5.8,29.7,810.9
16.3,0.8,7.9,1,5.9,26.1,810.9
11.8,3.5,14.2,2.4,7.6,33.8,2432.7
16.8,0.8,11.9,2.5,6.7,32.7,810.9
15.6,0.1,19.3,2.7,7.7,39.1,1486.65
13.5,1,17,2.8,7.8,34.4,405.45
12.8,2.2,15.1,2.6,7.6,33.1,1351.5
14.6,0.1,9.8,1.7,8.6,27,810.9
17.4,0.7,14.3,2.6,6.7,37.6,675.75
14.6,0.1,8.6,2.5,6.8,27.2,1351.5
14,3,30.5,2.5,8.3,50.3,540.6
16.8,0.3,17,2.9,7,37.7,1216.35
14.8,2.7,1.8,3.3,11.3,24.5,270.3
12.3,0.2,8.4,3.1,3.7,24,540.6
9.5,5.1,9.3,4.7,5.6,28.7,270.3
9.1,0.1,7.8,1.1,4.1,18.6,540.6
16.1,0.1,8,5.2,7.9,29.6,135.15
11.8,0.1,11.3,2.3,6.9,28.3,1216.35
13.4,2.5,13.3,2.6,6.8,33.1,1621.8
9.7,0.2,11.5,7.1,5.7,29.7,1486.65
7.5,0.4,28.2,3.3,4.1,39.4,405.45
12.5,0.3,13.6,2.9,5,29.3,1081.2
11.7,3.2,20.2,3.4,8.3,40,1486.65
5.8,0.1,10.6,1.8,3.9,18.3,540.6
12.2,0.1,17,3.5,8.6,42.2,405.45
13.2,0.5,20.6,2.7,4.9,37,946.05
12.4,3.7,13,3.9,8.2,34.5,1892.1
14.6,0.2,10.4,2.7,8.7,30.2,1892.1
14.1,0.2,14,4.6,6.4,32.9,405.45
9.5,2.5,20.3,3,6.3,35.4,1351.5
2.7,0.1,17.3,2,14.4,22.6,810.9
15.1,2.5,9.5,2.3,8.8,30,540.6
6.8,0.6,15.7,2.8,10.5,26.2,270.3
13.3,0.8,12.1,2.5,8.9,28.9,135.15
9.6,4.6,9.2,3,7.7,28.2,1081.2
16.7,0.2,8.3,2.5,7.9,36.2,675.75
14.2,0.2,22.9,1.7,4.4,39,540.6
12.2,0.1,11.3,4,8.2,27.6,1216.35
4.7,1.7,6,1,3.1,14.1,946.05
10.4,3.6,11.9,1.3,7.8,27.4,270.3
19.9,0.1,9.2,4.5,8.2,33.9,270.3
12.3,0.1,20.3,2.1,6.1,37.6,270.3
11.7,0.1,12.7,3.1,8.2,27.7,270.3
15.8,0.1,11.2,2.4,6.6,30.1,1216.35
13.5,0.1,13.1,2.9,7.1,31.3,1756.95
9,2.6,12.2,3.9,4.2,27.8,1892.1
13.4,2.4,15.2,3.5,5.7,38.1,1351.5
9.7,0.2,7.7,2.2,4.9,19.8,540.6
11.6,0.1,3.8,4.7,9.3,20.2,810.9
16.2,0.3,9.4,4.4,5.8,33.2,1216.35
19.6,0.1,14.8,4.4,7.8,39,405.45
12.8,0.8,14.3,3.8,6.7,34.9,405.45
13.1,0.3,10.6,2.6,6.2,26.6,540.6
15.1,0.1,13.7,2.8,7.6,32,1621.8
14,0.5,19.7,3.3,8.5,39.2,1216.35
8.8,2,5.1,1.8,5,19,946.05
13.9,0.3,17.4,3.4,8.5,37.1,1621.8
14.9,4.8,8.9,3.1,8.9,34.1,675.75
14.9,2.5,7.3,3.4,6,29.1,405.45
15.1,3.2,1.7,3.1,7.4,23.9,405.45
16.3,0.1,11.8,2.7,5.3,31.1,1351.5
13.8,4.2,7.5,4.1,8.5,34.7,270.3
13.7,2.7,10.6,3.9,8.1,31.9,135.15
16.6,0.3,11.9,3.6,4.4,32.4,1081.2
17.7,0.3,13.1,3.9,8.2,36.4,1892.1
12.9,2.3,16.6,2.9,6.1,34.7,540.6
12.9,4.8,10.2,2.7,8,31,1756.95
14.4,0.1,9.6,1.6,7.3,26.7,2027.25
13.4,4.9,5,2.2,4,25.5,405.45
16.2,0.4,12.4,4.3,7.2,35.7,1081.2
22.9,1.4,29.2,5.4,4,58.9,135.15
13.9,3.1,8.3,3,8.8,29.4,135.15
16.2,0.3,15.8,2.8,6.1,36.4,1216.35
13.8,3.9,6.3,2.8,6.9,27.6,810.9
16.3,0.6,17.5,3.8,6.1,38.3,1081.2
12.8,3,11.5,3.8,7.1,31.7,946.05
15.6,0.8,14.2,2.3,4.9,32.9,1756.95
12.7,3.7,19.7,2.3,7.8,42.1,135.15
12.8,3.2,9.5,2.8,7,29.2,1216.35
14.8,0.5,11.7,2.5,4.5,31.6,1892.1
9.6,1.9,12.3,2.9,5.6,29.8,1892.1
12.6,1.3,28.3,10,8.7,52.3,405.45
13.8,0.2,0.1,5.5,4.2,19.6,135.15
14.6,3.4,10.4,5.7,6.8,37.5,540.6
12.5,0.1,1.4,8.1,3.7,22.1,135.15
14.7,2.7,9.8,6.2,8.3,33.4,135.15
18.4,0.2,9.5,5.6,6.9,37.7,405.45
13.8,4.5,16.7,4.3,4.2,39.3,135.15
16.9,0.3,8.1,5.4,4.9,30.7,540.6
9,0.9,11.7,4.8,5.1,26.5,540.6
13.6,4.4,15.6,5.7,7.7,40.1,405.45
14.8,0.4,1.2,7.4,4,23.8,135.15
16,0.3,9.4,6.4,3.9,32.1,270.3
15.8,0.8,13.2,7.5,7.6,37.4,135.15
16.9,3.2,17.4,4.9,6.9,42.6,675.75
16.2,0.1,8.8,6.1,4.4,31.3,405.45
17.8,8.2,35.3,4.8,8,66.1,135.15
14.2,0.1,16.1,5.6,7.6,36.1,135.15
9.8,0.1,37.1,3.8,9.4,51,810.9
11.9,2.2,14.3,4.2,6.4,32.9,405.45
11.9,7,7.5,5,8.1,31.4,135.15
15,2.4,9.5,6.1,7.5,33,135.15
13.8,0.3,19.6,4.3,6.4,40,946.05
16.6,0.2,6.8,7.2,5,34.7,270.3
12.5,0.1,20.2,5.6,7.1,40.2,270.3
11.3,3.5,10.9,3.6,6.9,29.4,2162.4
7,3.7,15.7,4.5,6.2,31.8,675.75
6.8,0.1,19.1,3.8,6.2,29.8,135.15
11.3,0.5,15.3,3.7,5.8,30.8,675.75
7.1,10.5,27.6,3.6,6.3,48.9,270.3
16.6,0.3,7.2,4,9.4,42.7,270.3
13.2,0.2,14.8,4.5,8.6,32.8,1351.5
14.5,0.1,13.6,3.2,8.3,35.2,675.75
15.9,0.2,9.6,3,7.7,32.7,1486.65
12.3,3.9,13.9,3.5,7.1,34.2,1892.1
13.8,1.9,12.9,4.7,5.8,34.7,540.6
13.9,0.7,15.3,4.2,8.3,37.1,540.6
8.3,0.1,12.7,3.1,3.8,25.4,2027.25
8.6,0.8,4.7,2.6,4.8,18.6,405.45
16.6,2.8,12.4,3.7,7.5,36.5,810.9
13.7,3.3,8.7,4.4,6.9,31.2,540.6
11.4,2.8,20.8,3.2,5.1,38.2,270.3
14.6,0.1,14.6,5.5,7.3,34.9,270.3
20,0.2,9.5,3.5,7,33.3,405.45
16.9,0.4,13.5,3.6,8,34.5,675.75
12.9,5,15.4,5.3,7.5,40.2,675.75
11,2.3,37.7,3.1,4.1,54.1,135.15
3.6,0.2,50.6,4.6,4.5,59,135.15
10,1.2,16.1,3.1,6.8,30.5,1216.35
13.3,0.2,9.5,3.5,6.2,27.8,946.05
12.9,1.2,14.1,4.4,7.3,32.9,675.75
14.6,3.6,8.4,4.5,6.2,31.4,135.15
12,3.2,12.3,3.5,6.6,31.4,946.05
12.9,0.3,16.7,4.1,8,34.6,946.05
9.3,4.5,8.4,3.5,7.8,26.8,540.6
14.6,1.3,12.9,3.3,8.7,32.2,946.05
12.8,1.6,6.3,3.5,6.9,25,675.75
8.1,2.2,5.8,1.9,4.7,19.2,405.45
11.2,0.5,16.4,3.5,7.5,34.3,135.15
7,6.5,6.6,3.8,4.1,24,540.6
14.2,0.1,17.6,3.4,7.1,40.4,675.75
12.1,0.4,7.7,4.4,5.7,24.6,405.45
18.3,0.6,14.8,5.2,4.1,38.9,270.3
14.8,0.2,6.1,4.6,6.1,29,270.3
19.8,0.2,11.1,5.8,6.3,36.9,270.3
14.4,0.4,11.2,4.3,4.1,30.3,270.3
8.7,1.6,2.1,2.2,5.6,14.7,405.45
14.3,3.2,6.6,4.4,5.8,29.5,675.75
15.5,3.6,17.1,4.8,8.9,43.6,135.15
17.6,1.1,2.3,5.6,9.9,26.6,270.3
11.7,0.1,19.6,2.6,4,34.7,1216.35
24.5,0.1,27,2.8,8,54.4,135.15
11.8,2.3,13.5,3.1,6.4,31.2,1621.8
9,0.3,7.2,2.4,2.5,18.9,1486.65
11.6,2.9,13.3,4.1,7.4,32.2,1486.65
20.5,0.1,11,5.9,8.1,38.5,1351.5
14.9,0.2,11.4,4.8,6.5,31.5,2027.25
19.7,0.5,42.2,2.8,8.2,68.1,270.3
18,0.4,21.6,3.1,5.8,43.6,675.75
14.4,0.1,8,3.8,8.2,27.2,1486.65
11.8,0.5,4.7,5.2,8.2,22.3,135.15
17.4,3,13.9,6.3,4.7,40.6,540.6
12.3,2.6,34.4,3.7,8.8,53.2,270.3
17.3,0.3,14.4,4.1,5.6,36.5,1351.5
17.7,0.6,16.6,3.7,4.4,38.6,135.15
19.4,1.7,23.3,5.2,11.3,49.8,270.3
14.7,0.5,7.6,4.3,7.4,29.7,675.75
12.8,2,19.8,4.4,7.1,40.3,1756.95
14.6,4.1,12.4,4.4,4.1,35.5,135.15
18.1,0.2,14.3,4.6,5.2,37.2,540.6
13.9,2.6,11.4,4.2,7.3,33.7,1756.95
20.8,0.2,26.5,4.6,5.6,52.1,405.45
13.2,3.9,27.3,4,8.4,50.7,1351.5
14.6,0.4,11.2,2.8,8.8,31.3,946.05
19.8,0.3,5.8,3.8,8.6,29.9,270.3
15.7,3,7.3,5.3,8.1,33.3,270.3
14.9,0.8,10,4.6,6.6,30.9,675.75
16.7,0.2,15.2,1.8,7.4,34.6,946.05
13.1,0.6,12.7,5.9,8,32.8,135.15
15.8,0.2,17.5,4.4,5.6,37.9,946.05
13.9,0.1,12,3.7,8,30.8,1216.35
17.2,0.1,8.3,5.4,7.8,40,135.15
12.3,0.1,8.7,3.3,5.7,24.5,1216.35
12.6,3.5,11.8,3.7,7.7,33.8,810.9
17,0.4,15.5,7.3,9.5,44.4,1216.35
14,0.2,80.2,2,8.7,96.4,135.15
15.1,2.1,7.3,5.8,8.4,30.9,405.45
16,0.3,15.2,2.9,6.5,34.5,675.75
12.8,3.2,12.8,4.1,6.9,35.6,946.05
16.8,2.7,28.2,4.2,7.6,52.2,405.45
17.7,3.6,6.7,2.3,5.5,30.3,270.3
15.5,12.5,11.7,3.9,7,43.7,135.15
25.2,0.2,13.7,2.9,9.3,42,270.3
11.4,1.9,2.5,3.6,3.6,19.6,675.75
9,2,3.7,6.5,4.4,22.6,810.9
9.2,0.2,3.3,3.6,1.5,16.3,540.6
12.2,0.2,3.2,4.8,3.1,20.5,1216.35
8.5,1.3,5,4.2,3.6,19.1,540.6
18.7,0.2,10.3,2.2,7.6,33.7,810.9
17.2,0.1,14.7,3.2,9.9,35.2,405.45
14.1,2.7,8.2,2.6,8.1,29.3,1486.65
15.2,0.2,13.8,2,7.1,33.5,1621.8
16.5,0.3,10.2,2.3,8.2,32.9,1621.8
24.9,4.7,6.3,4.8,30.8,42.1,405.45
12.6,1.1,20.5,3.6,5.6,39.7,405.45
17.3,0.1,14.8,3.4,7.3,42.1,135.15
18.1,0.4,10.5,3.2,7.5,32.5,675.75
10.9,0.1,17.7,2.9,5.7,31.6,540.6
14.8,9,4.4,2.8,7.1,31,135.15
9.4,4.8,5.9,3,6.2,23.2,946.05
20.2,0.1,1.3,1.5,3.5,23.1,135.15
12.8,0.1,10.3,3.4,8.9,31.1,405.45
16.2,3.7,83.8,5.9,7.2,109.6,135.15
15.1,0.1,15.7,3.1,7.4,35.2,1216.35
15,0.7,9.1,2.3,7.2,27.6,1351.5
15.7,0.2,8.9,3.6,7.1,32.4,540.6
1.7,0.3,14.7,3.6,8.1,20.3,135.15
13.2,0.2,13.2,3.4,8.8,31.4,810.9
18.5,0.2,11.4,3.7,7.7,34.1,1216.35
18.3,0.3,21.7,2.7,7.7,45.2,1351.5
14,0.5,10.1,2.3,7.7,28.8,1756.95
14.8,0.1,16.3,2.4,7.5,39.5,1486.65
16.1,0.8,7.7,3.4,5.8,28,540.6
14.4,3.9,12.7,3.9,7.1,40.8,135.15
6.3,0.1,28.3,1.4,3.9,36.1,270.3
15.9,4.4,5,3.2,9.5,29.1,270.3
13.8,3.1,12.2,2.9,8,32.3,135.15
13.5,0.1,12,2.1,6.6,28.9,1756.95
10.3,1.5,17,2.2,6.5,31.4,2162.4
14.2,0.2,10.9,3,7.8,28.6,405.45
16.5,0.4,6.5,3,8.8,28.5,1892.1
6.4,0.4,12.5,1.9,4.5,21.8,1892.1
11.2,1.3,7.7,2.7,6.7,25.3,946.05
13,3,8.1,2.7,7.3,30.2,540.6
7.6,0.1,8.4,1.7,3.7,18,1892.1
13,0.3,15.9,2.1,8.5,32.6,1081.2
12.4,0.5,13.5,3.9,7.5,36,540.6
16.3,4.2,6.2,3.6,7.5,32.5,1486.65
17.7,1.9,2.8,3.9,7.7,28.8,405.45
