FullHaul,DumpingTime,EmptyHaul,LoadingTime,CycleDistance,TotalCycle,MinedTonnes
14.3,2.5,9.1,2.5,3.9,28.4,1351.5
11.7,2.9,11.2,3.3,7,29.8,2027.25
16.5,1.1,10.6,2.5,4.9,33.2,2297.55
12,1.4,17.7,5,7.8,41.5,135.15
12.7,2.5,15.3,4.9,7.3,35.6,1621.8
16.6,0.1,64.4,9.5,7.2,90.6,135.15
13.8,2.9,9.4,7.2,7.3,33.9,135.15
6.9,12.6,3.7,8.1,3.8,31.7,270.3
14.6,0.3,9.4,3.9,5.3,28.2,675.75
13.9,0.2,9.7,7.4,7.5,31.3,135.15
13.4,0.1,12,5.2,5.4,30.7,135.15
13.2,0.4,6.6,6.8,6,27,270.3
16.3,0.1,4.5,7.7,7,28.7,540.6
9.8,0.2,8.6,3.3,4.5,22.1,1486.65
14.8,4.7,11.5,5.6,8.5,38.4,540.6
11.6,0.1,7.1,3.4,5.2,24.2,675.75
21.4,0.1,2.7,5.8,5.9,31.6,270.3
16,4.6,26.5,4.1,7,51.3,405.45
15.8,3.8,15.4,5.2,6.9,40.2,540.6
14.5,0.2,10.5,4.9,7.2,32,1216.35
15.7,0.2,8.1,3.7,7.6,30.2,1081.2
14.4,3.1,0.9,3.1,3.7,21.5,135.15
13.4,0.1,8.9,3.9,7.3,27.7,675.75
12,0.1,17.5,6,7.7,35.6,135.15
17.1,1.7,9.1,2.8,7.6,31.7,405.45
20.1,0.7,14.3,2.8,7.4,38.2,540.6
14.7,0.1,18.1,4.3,6.8,37.8,540.6
14.4,0.2,23.6,4.9,7.8,45.2,810.9
14.5,0.1,9.8,5.6,7.9,32,540.6
16,0.3,12,5.9,5,35.6,270.3
12.7,0.5,20.7,2.8,7.1,37.1,135.15
12.8,0.4,9.6,5.8,6.9,29.4,270.3
16.3,3.6,15.2,3.7,6.4,38.8,270.3
17.9,0.1,58.6,6.1,10.9,88.5,270.3
14.5,0.1,70.9,3.7,6.8,89.2,270.3
17.1,0.4,19.4,3.5,8.6,40.4,405.45
12.2,4.3,13.9,2.8,6.8,33.4,675.75
17,0.3,10.6,2.6,7.4,31.7,1351.5
19.9,0.4,7.4,2.1,7,29.8,270.3
7.6,2.2,9.9,2.1,3.4,21.8,405.45
18.7,0.2,4,3.5,9,28.3,540.6
12.4,2.8,11.4,2,7.1,28.6,270.3
15.7,0.2,15.1,4.2,8.3,38.2,1216.35
16.3,0.3,4.7,5.4,8.3,26.7,270.3
14.2,2.4,9.2,4,6.7,29.8,405.45
8.4,0.4,20.4,4,3.1,33.2,135.15
14.2,1.9,4,3.6,7.1,29.9,540.6
14.2,1.5,8.7,3.9,14.5,28.7,405.45
16.1,4.7,17.1,3.5,8.2,41.6,270.3
14.4,8.8,41.2,4.6,6.2,71.2,135.15
12.8,3.2,8.3,4.8,8.5,31.5,135.15
14.8,0.2,14.7,1.7,4.3,31.4,135.15
14,2,9.3,3.3,5.7,28.6,675.75
13.2,2.4,9.8,3.6,6.6,30.4,540.6
0.3,3.2,20.1,4.8,1,28.5,405.45
14.1,0.1,19.1,5.1,6,38.4,135.15
16.3,0.2,8.9,4.8,7,30.2,405.45
16.6,0.2,12.1,4.8,8.4,33.7,135.15
15.2,0.1,10.3,2.8,4.1,28.4,135.15
14.5,0.1,0.3,6.7,4.1,21.6,135.15
13.6,2.8,9.3,4.2,8.4,30.3,1486.65
16.4,2.5,8.3,4.2,7,32.6,810.9
12.6,0.4,9.7,5.9,8.6,29.6,135.15
22.2,0.8,8.8,8,4.5,39.8,135.15
8.7,2.1,12.8,3.6,5.9,27.2,1081.2
17.6,0.2,29.6,7.4,10.9,57.4,405.45
10,2.8,12.9,3.7,4.5,29.5,1081.2
13.9,1.8,14.4,4.5,8.2,36.5,1486.65
13.1,2.8,10.2,3.7,7.5,31.9,1216.35
13.2,2.7,31.2,4.5,7,51.8,946.05
14.2,3.1,16.9,4.4,8.3,38.9,946.05
13.2,3.2,10.9,5.6,7.3,32.9,405.45
18.5,0.1,4.3,2.5,8.6,25.4,135.15
11,14,10.1,4.5,6.8,39.7,405.45
11.6,2.3,9.6,3.4,6,27.2,1216.35
12.9,3.6,13.4,3.8,6.7,34,2162.4
11.4,2.7,26.1,3.3,7.7,43.7,135.15
15.1,2.2,19.7,5.6,7.3,42.9,540.6
2.7,0.1,8,5.1,4.1,15.9,135.15
12.2,0.7,14.6,4,5.5,31.9,946.05
14.6,0.1,5.4,4.7,6.9,26.1,405.45
0.4,0.2,27.3,5.2,8.7,33.3,135.15
14.5,2.9,29.9,4.5,8,53.3,405.45
14.6,0.1,15.9,0.4,8.3,31,135.15
11.5,2.6,12.6,4,6.6,32.5,946.05
15.2,2.4,5.7,3.9,8.4,30,946.05
10.5,0.4,11.1,3.5,8.2,25.5,675.75
3.7,0.1,2.6,1,1.6,7.4,1081.2
12.8,1.8,8.6,3.6,6.8,27.4,405.45
14.4,3.2,5.8,5.7,8,31.8,810.9
17.7,0.1,11.2,5.1,4.1,34.1,135.15
13.7,3.3,14.6,5,6.8,39.2,946.05
19.7,0.1,13.8,3.6,5.4,37.2,540.6
14.6,0.1,14,3.8,7.6,32.5,270.3
10.3,1.4,10.8,3.2,11.9,32.5,270.3
14.5,3.9,23,4.2,7,46.7,540.6
15,0.1,93.2,7.9,3.9,116.2,135.15
13,0.3,27.3,2.8,6.8,43.5,540.6
13.5,0.1,14,5.5,5.2,40.5,810.9
13.9,2.8,11.9,3.3,7.4,32.4,1892.1
16.2,0.2,29.3,7.3,7,53,540.6
4.8,1.1,15.2,1.7,2.7,22.8,405.45
15.8,0.1,11.5,3.4,4.1,30.8,135.15
14.7,2.9,10.5,3.6,8,35.3,675.75
18.7,2.6,9.5,1.8,4,32.6,135.15
16,5.3,3.8,2.9,5.6,28,270.3
14.1,0.3,8,2.7,6.4,25.1,270.3
4.2,11,29.5,7.1,4.3,51.8,270.3
9.6,0.2,4.5,4.7,4.1,19.5,2838.15
9.7,0.9,2.2,3.7,3.4,16.9,946.05
9.1,0.1,6.9,5.3,5.9,24.7,270.3
7.3,0.1,3.2,2.4,1.8,14.2,810.9
6.1,0.4,9.2,5.1,3.1,25.9,540.6
9.9,0.4,7.4,6,4.1,26.5,1351.5
19.5,0.8,3.3,2.7,7.8,26.9,270.3
6.8,0.4,10.4,1.5,5,19.1,270.3
12.7,0.5,25.4,0.4,7,39,135.15
14.9,4.7,5.9,2.7,6.7,29.9,1351.5
15.8,0.1,8.2,1.5,8.4,26.2,1486.65
12.3,0.2,13.7,1.7,5.5,27.9,810.9
17.3,0.1,15.4,2.3,8.3,37.8,270.3
11.3,2.9,10.5,3,23.5,27.7,540.6
13.6,0.7,10.4,2.6,6.9,35.1,540.6
16.2,2.5,18.9,3.3,5.3,40.9,135.15
20.2,0.1,12.9,2.1,7.9,36.7,405.45
18.6,0.2,13.3,2.6,7.1,34.9,540.6
16.7,0.2,14.4,5.9,3.4,37.2,135.15
13.1,0.4,14.7,3.2,7.2,31.4,135.15
14.7,0.6,8.7,2.6,7,27.1,405.45
10.1,0.2,33,2.4,6.3,49.9,1216.35
17.4,2,15.9,3.5,6.9,45.3,270.3
12.8,0.5,5.4,3,7.3,22.5,270.3
16.8,0.1,13.7,3,6.2,33.7,270.3
15,0.3,16.2,2.4,7.1,36.9,540.6
14,2.2,7.3,3.8,6.9,27.5,810.9
13.9,0.6,18.1,3.6,7.3,38,540.6
57.7,0.6,29.7,7.7,7.6,95.7,135.15
7.7,0.8,16.2,5.2,3.2,30,135.15
11.9,0.5,22.5,3.4,5.8,40.3,810.9
15,2.9,11.4,4.4,5.1,35.2,675.75
16,0.1,5.2,2.3,7.8,26,405.45
18.4,0.1,20.8,2,9.4,41.3,405.45
10.6,0.2,7.2,4,7.2,22.2,135.15
15.5,1.5,10.5,3.2,7.2,30.8,405.45
10.6,4.2,12.3,2.5,7,31.8,1621.8
11.1,0.1,11.5,4.7,6.5,27.6,540.6
11.7,1.7,9.1,3.6,6.4,26.2,675.75
14,0.3,12,2.5,7.5,31.4,1621.8
10,0.1,8,1.8,4.8,20,1756.95
14.7,0.3,13.6,2.6,7.9,35.6,1081.2
15.7,0.2,11.3,4.7,8.7,32.1,270.3
12.7,0.5,10.9,2.8,7.1,34.3,405.45
11.8,5.1,9.7,4,7.2,31.1,540.6
13.3,3.6,6,3.8,6.2,30,405.45
16.7,0.2,6.6,3.8,7.1,30.9,135.15
16.4,1.7,4.2,1.9,7,24.3,270.3
14,2.8,9.7,2.6,8,30.5,810.9
15.7,0.5,16.1,2.9,7.6,35.5,946.05
14,0.2,16.1,3.7,5.7,45.3,270.3
13.3,5.9,24.8,4.5,8.4,53.1,135.15
9,2.8,15.7,2.6,5,30.2,1486.65
11.9,0.2,13.4,2.8,8.6,31.5,1351.5
12.3,3.5,15.6,2.7,6.9,37.1,1756.95
15.7,0.1,73,3.9,7.7,93.7,2027.25
12.1,0.2,8.4,3,7.3,27.5,405.45
11.2,0.5,12.8,3.9,7,28.5,135.15
15.1,0.5,12.9,1.7,7.3,30.8,270.3
8.8,0.5,28.9,2.2,7.3,42.1,270.3
9.4,1.2,25.3,2.9,5.9,39,405.45
11.3,1.6,16.2,1.9,7.2,31.4,1756.95
15,0.8,15.4,2.9,7.3,34.1,135.15
11.2,0.2,25.7,2.2,5.1,39.3,1081.2
13.1,0.2,11.5,3.9,7.5,30.3,1756.95
13.8,0.2,19.7,2.1,7.8,36.8,540.6
15.4,0.9,10.6,3,8.1,30.5,405.45
13.4,0.1,11.8,2.4,6.3,27.9,540.6
15,3.5,9.2,2.5,7.2,32.7,1756.95
17.4,2.9,10.3,2.2,7.7,32.8,946.05
15.5,0.4,17.4,2.5,7.5,35.8,675.75
12.9,2.7,10.1,3.3,7.3,35.2,135.15
10.8,3.7,9,2.9,6.1,28.5,1756.95
8.7,1.8,6.9,2.1,4.4,21.1,810.9
10.9,1.3,9.5,3,7.2,26.1,1486.65
11.3,2.3,13.3,4.1,6,31.2,540.6
12.7,2.8,21.7,3,7.1,40.2,270.3
12.3,0.5,8.6,2.4,7.7,31.5,540.6
12.6,0.8,14.4,2.7,6.1,30.6,405.45
8.2,1.3,61.1,4.3,8.3,74.9,270.3
14.7,0.2,11.5,2.9,7,29.9,1621.8
12.9,3.4,8.5,2.9,6.6,28.5,2432.7
12.6,0.2,9.6,4.8,5.8,27.2,270.3
15.6,0.3,9.5,3.1,7.6,31.5,1081.2
17.9,0.1,7.8,0.9,7.8,26.8,270.3
10.3,1.7,11.4,3.5,6.5,27.4,2973.3
12.3,2.3,8.1,2.3,7.4,26.9,1486.65
13.3,1.7,11.9,2.6,6.2,29.5,810.9
10.8,3.1,11.6,3.2,8.8,28.7,270.3
17.4,0.4,15.3,3.4,8.5,38.5,405.45
5.4,1.8,3.7,4.6,1.6,16,3513.9
5.6,3.1,6.6,6.4,1.8,25.9,405.45
2.8,1.8,2.1,5.8,0.9,13,270.3
7.1,0.1,4,5.7,1.7,17,1756.95
9.4,0.2,9.2,2.8,1.9,21.6,270.3
15.2,0.1,24.9,7,4.8,47.3,405.45
13.9,0.1,12.5,6.7,3.8,39,810.9
10.3,1.8,17.4,4.4,6,33.9,135.15
5.4,4.7,1.3,3,1.9,15.5,1621.8
9.4,0.1,3.6,3.1,1.9,16.4,1892.1
4.2,1.8,15.1,5.5,2.8,26.7,135.15
6.7,0.4,7.1,8.5,2.5,22.8,405.45
10.7,0.3,6.1,5.2,1.8,23.6,1216.35
11.8,0.2,6.5,4.5,1.9,23.4,675.75
7.4,1.6,18.8,3.9,6.1,31.7,270.3
7,0.1,25.3,7.8,2.9,40.2,135.15
14.5,0.2,5.2,4.9,3.2,25.5,1351.5
9.3,0.3,16.7,7.3,2.9,42.2,135.15
14.4,0.2,5,6.4,2.6,26.5,1081.2
10.4,2.4,6.8,6.1,3.4,25.9,946.05
9.5,0.1,5,6.4,3.9,21.3,675.75
3.4,3.2,17.4,6.9,1.9,33.4,405.45
11.7,0.2,4.7,4,3.4,21.1,675.75
9.8,1.9,4,4.9,3.5,21.9,2973.3
15.9,0.1,1.8,3.9,3.7,21.8,270.3
14.2,0.7,0.1,1.8,3.7,17.1,135.15
9.7,0.2,3.2,6,2.8,20.8,1621.8
8.8,0.2,6.3,3.6,1.8,19.1,1486.65
12.7,0.2,4.1,5.7,2,24.6,810.9
14.4,0.3,9.2,5.4,1.8,29.5,135.15
8.2,0.1,11.3,8.5,2.3,31,1351.5
8.7,0.8,7.9,5.1,1.2,24.8,405.45
8,0.2,4.5,6,2.2,19.3,675.75
8.1,0.4,0.9,6.9,9.5,16.3,135.15
10.7,0.1,33.1,5.7,1.7,49.6,135.15
8.7,0.1,4.8,4.9,3.4,18.7,3378.75
8.5,0.4,10,7.5,7,30.5,405.45
9.2,0.1,2.7,3.6,2.1,15.6,135.15
10.2,0.5,73.8,7,6.5,92.4,135.15
3.9,2.1,12.9,8.1,4.4,27,810.9
25.8,0.5,26.6,5.5,6.4,59.1,135.15
5.9,0.5,5.8,4.2,3.3,17.8,3378.75
7.4,0.7,13.9,6.1,1.9,31.3,405.45
8.5,0.9,4,6.2,1.9,19.8,2297.55
9,0.1,4,5.5,1.9,19,1892.1
6.2,3.3,5.6,7.9,1.7,23.7,946.05
7.1,4.3,2.1,5.4,1.7,19.5,675.75
12.5,0.1,3.5,7.3,1.5,23.4,540.6
4.2,2.5,9.7,7.4,1.9,24.2,1621.8
3.5,0.1,4.7,3.7,2.1,12.1,135.15
4,3.5,3.5,5.1,1.9,16.6,810.9
13.9,0.1,8.3,9.5,1.9,47.3,135.15
10.4,0.1,0.2,10.2,2,21.7,540.6
11.1,0.1,5.5,9.2,1.6,26.5,1621.8
5.5,1.3,31.1,6.9,2,44.8,135.15
20.3,0.1,8.9,3.2,2,32.5,135.15
5.9,0.1,9,5.9,0.9,20.9,135.15
6.4,1.6,1,5.1,2,14.4,1756.95
14.2,0.4,17,8.4,5.8,41.1,405.45
13.9,0.3,5.6,8.1,2.5,29.1,810.9
10.4,0.4,3.2,7.8,1.6,22.7,2297.55
9.3,0.6,5.8,6.2,2,21.9,540.6
10.7,0.1,0.6,7.7,2.8,19.2,405.45
13.6,0.1,18.5,3.5,6.1,37.9,946.05
13.5,0.2,14.6,3.3,7.2,31.7,540.6
0.5,0.3,12.6,0.7,4.7,15.1,405.45
10.9,0.2,26.9,3,8,44.7,135.15
14.8,0.2,14.1,3.2,8.2,32.4,1216.35
10.9,0.2,8.5,1.6,5.7,22.8,2162.4
14,1.7,8.4,2.1,7.9,26.4,135.15
13.7,0.9,7.7,2.7,6.4,26.4,405.45
9.6,0.1,2.5,1,4.1,14.3,1351.5
16.3,0.2,13,2.2,7.6,31.9,270.3
11.9,0.1,10.1,2.5,8,26.3,2162.4
12.5,0.2,12.1,2.4,7.8,27.8,1216.35
15.3,0.4,11.5,3.1,7.5,30.5,405.45
10,0.1,10.5,3.7,5,24.7,405.45
13.7,0.2,12,5.3,8.1,32,810.9
13.1,0.4,14.5,3.3,7.1,31.3,405.45
15.4,1.6,10.2,3.4,8.3,30.7,270.3
13.3,0.3,8.4,3,8.1,26.7,675.75
12.5,0.4,12.2,2.6,7.5,28.4,2567.85
11.6,0.1,8,2.6,4,23.8,810.9
15.2,0.2,9.6,2.5,5.2,27.5,675.75
12.5,0.1,5.3,3.7,5.6,21.6,270.3
15.5,0.4,9.8,2.1,6.2,27.9,1081.2
12.9,1.8,21.8,2.9,7.6,40.7,405.45
20.7,0.5,5.8,2.7,8.9,31,1621.8
14.9,0.1,11.5,2.9,7,32.3,1892.1
9.2,0.2,13.5,1.5,3.7,24.4,135.15
15.7,0.6,8.9,1.8,5.7,27,1486.65
14,2.2,7.3,3.4,6.7,28.5,1081.2
14.9,3.1,5.5,4.1,7.5,35.6,540.6
15.4,0.9,10.3,2.8,8.1,30.3,2027.25
15.7,2.5,40.8,3.8,15.2,62.8,135.15
19.3,0.2,12.6,3.3,9.1,37,675.75
14.1,0.4,11.5,2.1,8,29.9,810.9
15.3,0.2,7,2.7,6,26,675.75
12.8,4,11,3.6,7.2,32.5,2567.85
5.8,0.6,8.9,1.1,1.8,16.4,810.9
13.9,0.1,8.7,2.4,6.1,25.4,405.45
14,0.2,15.5,2.9,8.1,32.7,1756.95
12.4,2.4,10.5,2.9,8.2,28.4,1621.8
12.9,1.8,8.8,3.1,7.6,29.1,405.45
15.1,2.8,17.9,2.3,8.4,39.1,405.45
12.3,0.2,7.3,2.1,6.8,23.2,2703
14,2,8.8,2.4,8.4,27.4,540.6
16.5,0.2,6.3,1,7.5,32.9,135.15
15,2.2,18,2.1,9.3,38.4,405.45
13.1,0.2,10.5,1.9,6.1,27,2567.85
19.1,5,9.5,3.4,8.3,37,270.3
14.4,3.7,3.1,3.1,6.4,26.1,270.3
13.8,0.2,8.1,1.9,8.7,24.1,540.6
13.3,2.7,10.1,2.4,8.6,30.7,270.3
15.6,0.2,10.3,1.6,8.3,29.8,1756.95
14.7,3.3,17.6,3,9,40.4,1081.2
15.1,0.1,7.8,1.7,8.6,24.7,270.3
16.1,2.8,13.6,1.9,7.5,34.8,1621.8
11.8,0.3,11.8,2.1,6.3,28,675.75
14.7,0.1,13.1,2.4,8.2,32.3,2162.4
15.4,1.6,18.6,2.1,9.1,37.7,135.15
16.7,0.2,10.8,2.4,8.2,32.3,2432.7
15.3,0.2,7.6,2.2,9.1,29.3,2297.55
14.1,2.3,10.8,3,7.4,31.6,2162.4
16.8,0.3,14.2,3.4,9.8,37,1621.8
14,0.1,14.2,3.3,7.9,34.2,2027.25
13.5,2.6,11.3,3.1,8.1,33.9,2297.55
12.8,0.2,6.2,1.9,6.6,25.4,1756.95
15.3,0.2,8,2,8,30.4,1756.95
16.9,0.4,9.7,2.7,8.5,33.4,1756.95
17.6,0.6,4.1,2.6,10.1,28.1,1351.5
14.7,0.9,7.6,3.3,7.3,28.5,405.45
15.1,0.7,17.2,2.2,7.6,35.6,540.6
10.2,0.2,7,2.9,4.3,20.3,540.6
12.7,3,19.3,3.9,7.7,40.4,1756.95
17.3,1.3,12.5,2.3,8.8,34.1,1486.65
16.8,0.2,12.4,1.9,7.3,31.3,675.75
13.1,3,13.9,2.5,7.9,34,2162.4
16.6,0.2,6.6,2.6,8,30.5,540.6
12.8,2.2,11.2,1.9,6.4,28.8,946.05
13.2,0.1,8.4,1.3,8.1,23,540.6
11.8,0.1,5.1,1.4,5.8,21,2838.15
12.4,1.9,7.1,2.1,7,25,1621.8
17.4,0.2,10.9,2.9,7.3,32.1,540.6
10.6,0.3,6.9,2.5,5.7,21.4,2027.25
15.7,0.2,11.5,2,7.2,30.9,2162.4
16,3.2,9.3,2.4,8.1,33.5,1351.5
16.6,0.1,10.8,1.1,7,29.4,810.9
13.6,1.3,0.2,1.6,4.3,16.7,135.15
17.3,0.2,7.6,2.4,6.6,28.3,810.9
18.1,0.4,9.4,3.1,8.1,31.2,1756.95
15.3,0.1,13.6,1.9,8.8,32.4,1621.8
17.4,0.2,9,3.1,8.6,32.3,2027.25
15.5,0.1,7,2.5,7.4,27.1,2297.55
21,0.3,6.9,3.1,12.3,32.6,540.6
10.3,4,18,3.7,7.8,39.1,1621.8
16.7,0.1,10.1,3.6,8.1,34.2,2027.25
13.4,4.1,21.4,3.4,7.3,48.3,135.15
14.7,0.2,12.6,3.5,8.5,34.1,810.9
13.6,0.3,12.2,1.8,8.3,28.6,675.75
15.3,0.2,11.6,1.9,6,29.9,1351.5
13.9,0.7,18.4,3.9,5.6,36.9,135.15
14.6,0.1,13,2.1,7.5,31.1,1621.8
15,2.3,8.9,3.1,6.7,39.2,405.45
15,0.3,20.1,1.5,4.9,36.9,675.75
17.8,0.2,14.4,3.6,8,43.1,675.75
13.5,1.9,9.1,3,6.3,27.6,270.3
12.6,2.1,37.7,2.3,9.2,55,135.15
13.7,0.1,13.6,4.4,8.8,36.2,2027.25
16.9,0.1,11.4,2.8,7.6,31.9,1351.5
15.6,2.1,16.2,3.7,8.8,37.7,405.45
8.5,0.1,16.6,5.5,6.3,30.8,405.45
17,0.3,12.9,2.8,8.6,34.4,1486.65
13.1,2.9,16.3,3,8.6,36.1,1486.65
15.1,0.2,17.1,2.7,8.2,35.2,405.45
17.5,0.3,10.6,2.5,8.3,33.8,2027.25
15.2,2.9,11.6,2.8,8.4,34,1892.1
17.4,0.2,9,2.8,7.5,31.1,1892.1
13.6,2.7,11.2,3.4,8.4,33.7,2027.25
23.3,0.2,10,4.2,10.1,46.8,405.45
8.4,0.2,8.7,1.3,4.3,18.6,540.6
10.1,1.7,11.2,1.7,5.8,25,675.75
15.3,0.3,11.9,2.1,7.8,30.4,2297.55
15.8,0.1,9.7,2.8,11,28.5,675.75
18,0.1,61.2,3.1,10.1,83.2,2703
11.7,1.5,20.3,4,8,37.5,135.15
14.7,0.2,11.9,2.8,8.4,31.4,1892.1
17.5,0.1,9.7,3.2,8.7,32.5,2027.25
11.5,1.9,16.1,2.6,8.4,36.2,2027.25
12.9,1.2,11.5,3.7,8.4,34.7,1892.1
18.4,0.1,9.5,2.7,7.6,31.4,810.9
11.3,2.1,17.7,2.8,7.2,36.2,2162.4
12.9,0.7,13.6,3.1,8,31.5,2297.55
6.9,0.4,4.8,1.9,3.7,16.7,1351.5
18.6,0.3,32.1,3.3,5.3,54.3,1351.5
13.9,2.1,11.3,3.9,7.3,31.2,135.15
12.4,4.2,3,2.6,5.5,22.2,270.3
13.7,3.8,29.5,2.1,8.4,50.9,270.3
14.2,3.4,14.9,3.7,8.5,36.9,1081.2
16.4,0.5,13.3,2.9,5.9,33.1,405.45
13.9,0.1,8.2,5.7,6.1,27.9,1216.35
18.9,0.1,10,4.1,7,33.5,1216.35
15.2,0.4,8.6,6.5,8.3,30.7,135.15
16.5,0.3,14.9,4.5,7.8,37,675.75
13.9,2.3,9,2.4,8,28.3,1486.65
16.6,0.1,10,3.7,6.3,30.5,1756.95
14.1,0.1,13.3,4.7,7.3,32.3,405.45
14.6,0.4,12.6,5,6.2,34.3,1081.2
19.2,0.2,34.7,5.9,5.3,60,270.3
16,0.2,20.3,0.9,6.4,37.5,270.3
16.1,0.2,8.6,3,4.6,27.9,540.6
12,3.1,9.2,3.6,5.1,28,270.3
15.3,0.4,10.4,2.4,7.8,31.5,675.75
19.2,0.2,8.9,2.4,10,32.9,2027.25
14.1,2.7,16,2.3,8.3,38.2,2162.4
16.8,0.2,4.1,2,8.4,24.1,2973.3
12.6,3.9,13.3,3.8,8.2,33.6,270.3
15.8,0.4,14.4,3,7.1,34,1621.8
11.8,3.4,11.9,3,7.7,30.4,405.45
16.9,0.2,12.5,2.5,7.7,33.1,540.6
14.3,3.3,8.8,3,9.1,32.1,1486.65
17.2,0.2,17.1,3.4,8.8,39.8,1892.1
13.3,0.2,9.5,3.1,7.3,27.7,2567.85
12.2,0.3,11.1,2.8,8,30,270.3
19.5,0.1,8.3,2.8,9,31.1,2432.7
6.8,7.9,5.7,2.1,8.3,26.1,270.3
15.9,0.5,5.9,2.1,7.7,25.1,405.45
15.4,0.3,8.3,2.3,7.9,29.6,2027.25
15.7,0.7,10.5,2.5,7.9,30.4,405.45
17.7,0.4,8.6,3.9,5.1,30.6,1216.35
16.9,0.2,12.9,4.1,8.4,34.2,2162.4
16.8,0.2,11.6,4.3,7.7,33,2297.55
16.5,0.6,14.3,4.2,4.2,35.6,1351.5
16.5,0.4,15.8,5.4,8.1,39.2,2027.25
14.5,0.4,8.7,3.2,4.6,26.8,1486.65
18.6,1,11.6,4.3,4.2,35.5,135.15
12.7,0.4,21.1,3.6,8.1,40.9,270.3
8.5,0.5,40.7,0.2,8.6,49.9,135.15
15.8,0.2,12.4,3,6.1,33.3,2432.7
12.3,2.4,11.8,2.6,6.9,29.7,2162.4
13.8,3.2,8.5,3.9,6.8,31.9,1756.95
16.5,3.9,8.7,4.6,4.2,33.7,270.3
13.1,0.3,5.5,2.2,7.7,21.2,270.3
12.3,1.5,22.3,4,5.8,42.6,675.75
12.9,0.1,6.9,4.9,7.2,27.1,946.05
12.1,2,12.6,2.6,8,32.7,2162.4
13.9,0.2,5.1,2.3,8.1,23.1,1081.2
15.7,0.4,12.3,1.8,8.1,31.6,810.9
14.5,0.3,12.1,1.9,8.5,29.1,1621.8
14.3,0.3,7,2.3,8.4,26.1,2297.55
14.8,4.4,14.8,3,9.9,39.2,1216.35
9.2,1.6,17.1,1.7,7.4,30.8,540.6
16,0.4,13.1,2.3,9.2,34.3,675.75
15.7,2.9,8.4,3.1,7.8,32.3,675.75
15.8,0.3,12.4,3,9,33.6,2027.25
15.4,2.4,8.6,4.4,7.7,33.7,405.45
18.6,1.2,3,2.6,8,27.9,540.6
6.7,0.1,41.2,4,12.5,52,135.15
22.8,0.2,2.6,2.1,4.2,27.7,270.3
12.2,0.2,14.5,4.2,4.2,31.1,810.9
14.7,0.2,17.7,2.6,6.4,39.8,946.05
13.7,0.4,11.8,3.4,3.8,29.9,1351.5
5.2,2.1,22,2.4,3.8,32.2,2027.25
15.7,0.2,14.2,1.9,6.4,32.8,1486.65
11.4,2.4,14.8,3.2,7.5,35.4,2027.25
13.2,4.1,8.5,3.1,6.7,28.9,135.15
11.1,2.2,16.9,4,3.6,34.2,135.15
16.8,0.3,12.5,3.3,7.2,33.4,810.9
17.7,0.4,14,2.1,7.5,35.5,540.6
16.1,0.3,6.5,2.2,6.4,25.1,270.3
13.1,0.1,10.6,3.2,7.2,27.8,2703
8.9,1.3,9.6,2.3,6.5,24.1,810.9
14,2.8,10.7,3.4,7.4,32.9,270.3
17.6,0.2,11.8,2.7,8.8,33.6,405.45
16,2.6,13,3,12.6,36.6,675.75
10.7,2.7,13.6,2.8,6.1,31.4,2162.4
9.9,0.7,9.7,3.7,7.7,27.9,405.45
17.7,0.1,14.1,2.2,6.9,35,1892.1
18.4,0.1,11,2.7,8.4,35.4,1351.5
13.1,0.4,4.1,2.7,8.6,24.8,270.3
13.2,0.3,13.2,3.7,8.2,35.4,2027.25
12.8,0.7,14,3.4,7.4,32.1,675.75
15.3,3.7,15.2,3.3,8.8,38.9,1081.2
18.4,1.8,10.5,2.9,14.7,35.2,405.45
15.2,0.3,9.1,2,9.1,26.7,540.6
14.6,0.6,12.5,2.3,9.2,30.5,810.9
11.2,0.8,8.6,2.5,4.2,23.1,135.15
15.4,0.2,10.1,2.1,8.7,28,946.05
15.6,0.2,11.4,2.3,6.6,29.7,1081.2
15,4.3,7,2.2,8.7,31.2,1216.35
15.6,3.5,9.3,2.6,8.6,32.6,405.45
13.7,2.5,8.2,2.8,8.8,28.1,946.05
17.5,1,8.2,2.2,8.9,30.8,1621.8
14.1,4.4,6.5,3.4,7.4,31.5,675.75
13,1.7,17.1,3.2,10.5,38,810.9
5.4,1,4.2,1.2,3.8,13.3,1351.5
2.6,0.3,1.2,0.4,1.8,4.9,2027.25
16.9,0.4,7.9,3.2,7.9,31.1,810.9
17.1,0.2,15,2.9,8.9,36.4,675.75
14.1,1.5,10.4,3.6,7.1,33.7,405.45
21.8,0.7,14.3,6.6,7.9,43.4,135.15
13.7,3,22,3,7.8,43.7,1756.95
11.9,3.1,10.5,2.9,7.9,33.1,2297.55
15.7,0.1,6.8,3.6,9,27,270.3
13.6,0.2,8.5,2.7,7.9,27.5,1216.35
16.9,0.1,6.2,2.2,8.7,29.1,1756.95
13,1.8,11.8,5,8.9,34,1756.95
8.9,1.8,8.4,2,6.3,22.2,2297.55
8.6,1.9,7.7,2.5,5.8,21.5,1486.65
11.8,0.1,0.1,3.7,4,15.7,270.3
14.5,0.3,9.7,2.5,8,28.2,405.45
16.4,0.1,11.1,2,7.6,29.6,135.15
11.8,4,12.4,3,7.5,33.9,2027.25
16.6,0.1,15.3,3,8.8,35,270.3
